time10,energy11,x13,y14,z15,coincidence22
1.05819776385049170767082e-04,6.865e-02,-1.155e+02,-1.158e+01,5.841e+01,Compton
1.05819793961049721567856e-04,0.000e+00,-1.197e+02,-8.687e+00,5.965e+01,RayleighScattering
1.05819821532640036786110e-04,2.677e-01,-1.258e+02,-3.429e+00,6.142e+01,Compton
1.05819836680487246757636e-04,1.743e-01,-1.219e+02,-3.614e+00,5.919e+01,PhotoElectric
1.05820036787766680471366e-04,0.000e+00,1.280e+02,-3.835e+01,7.060e+01,RayleighScattering
1.05892485968201791588818e-04,2.894e-01,1.258e+02,1.212e+00,5.203e+00,Compton
1.05892523427749326854312e-04,2.206e-01,1.187e+02,1.047e+00,1.388e+01,PhotoElectric
1.06163719100720653856253e-04,3.071e-01,-1.064e+02,-8.580e+01,-2.888e+01,PhotoElectric
1.06218464090914764606614e-04,6.564e-02,1.002e+02,7.345e+01,5.754e+01,PhotoElectric
1.06369212930012974603101e-04,5.097e-01,-1.097e+02,3.268e+01,1.267e+01,PhotoElectric
1.06401584392484666844077e-04,1.068e-01,1.147e+02,8.119e+01,5.216e+00,Compton
1.06401615373912471467638e-04,0.000e+00,1.230e+02,8.043e+01,1.147e+00,RayleighScattering
1.06401651512670812030521e-04,1.760e-01,1.330e+02,8.043e+01,-3.140e+00,Compton
1.06401659965309777853421e-04,1.528e-01,1.307e+02,8.145e+01,-3.432e+00,PhotoElectric
1.07121407174343768130796e-04,0.000e+00,-1.011e+02,-7.402e+01,-7.132e+01,RayleighScattering
1.07121445443048569326656e-04,5.851e-02,-1.113e+02,-7.718e+01,-7.567e+01,Compton
1.07121452480649214798920e-04,3.962e-02,-1.126e+02,-7.842e+01,-7.464e+01,Compton
1.07121472470015008924583e-04,1.908e-01,-1.157e+02,-7.655e+01,-6.986e+01,PhotoElectric
1.07213479230276316988245e-04,3.120e-01,1.017e+02,6.662e+01,-1.551e+01,Compton
1.07294581021872846072519e-04,2.078e-01,1.240e+02,8.631e+01,2.706e+01,Compton
1.07294728527184616943824e-04,2.587e-01,1.198e+02,8.176e+01,7.084e+01,PhotoElectric
1.07516791302251187088627e-04,3.958e-02,-1.002e+02,8.986e+01,-2.479e+01,Compton
1.07712897951991247815808e-04,1.115e-01,-1.127e+02,4.868e+01,2.674e+01,Compton
1.07712914495398909926413e-04,1.979e-02,-1.117e+02,5.216e+01,2.337e+01,Compton
1.07712916695997201841500e-04,1.473e-01,-1.119e+02,5.219e+01,2.275e+01,PhotoElectric
1.08271101604566158003659e-04,8.954e-02,-1.006e+02,-3.138e+01,6.007e+01,PhotoElectric
1.08595980662689819843184e-04,3.313e-01,-1.021e+02,8.197e+00,2.718e+01,Compton
1.08608748008731778502550e-04,3.200e-01,-1.122e+02,-1.617e+00,-5.224e+01,Compton
1.08608778971810708189293e-04,1.901e-01,-1.094e+02,3.919e+00,-4.532e+01,PhotoElectric
1.09337265810814182826274e-04,3.576e-01,-1.131e+02,6.715e+01,7.158e+01,PhotoElectric
1.09735464351465081115668e-04,5.119e-01,-1.004e+02,8.065e+01,9.672e-01,PhotoElectric
1.11069355007063856046953e-04,1.101e-01,1.085e+02,2.252e+01,2.070e+01,Compton
1.11069360046678767411921e-04,1.008e-01,1.098e+02,2.242e+01,2.004e+01,Compton
1.11069372603638064642487e-04,6.840e-02,1.131e+02,2.339e+01,2.167e+01,Compton
1.11069384738981630179541e-04,1.654e-02,1.162e+02,2.320e+01,1.978e+01,Compton
1.11069453800868725781847e-04,2.152e-01,1.369e+02,2.254e+01,2.067e+01,PhotoElectric
1.11101928547894816183376e-04,1.386e-01,1.003e+02,-7.522e+01,-6.526e+01,PhotoElectric
1.13275352198796144202048e-04,4.024e-02,-1.225e+02,-3.499e+01,-3.550e+01,Compton
1.13275380663288815748582e-04,4.474e-02,-1.277e+02,-3.980e+01,-3.080e+01,Compton
1.13275393213914000599581e-04,1.502e-01,-1.261e+02,-3.967e+01,-2.739e+01,PhotoElectric
1.13488036611262464942521e-04,2.132e-01,-1.065e+02,8.682e+01,-1.906e+01,Compton
1.13488131888528738988250e-04,2.973e-01,-1.095e+02,9.856e+01,-4.492e+01,PhotoElectric
1.13527630363299670657011e-04,9.636e-03,-1.042e+02,-8.325e+01,-3.949e+01,Compton
1.13527653613765107062407e-04,5.001e-01,-1.088e+02,-8.760e+01,-4.247e+01,PhotoElectric
1.13581821746485265764957e-04,1.043e-01,1.239e+02,-8.465e+00,4.494e+01,Compton
1.13581855220014701782563e-04,1.371e-01,1.299e+02,-1.570e+01,4.839e+01,Compton
1.13977875984478811926918e-04,1.171e-01,-1.147e+02,-1.450e+01,2.589e+00,Compton
1.13977906262307084397922e-04,1.306e-01,-1.194e+02,-1.007e+01,8.989e+00,Compton
1.13977915245441185887985e-04,2.618e-01,-1.178e+02,-9.581e+00,1.113e+01,PhotoElectric
1.14183877061088551456598e-04,1.174e-01,1.006e+02,-8.275e+01,-5.087e+01,Compton
1.14516740656293741795237e-04,2.712e-01,-1.087e+02,-2.377e+01,5.789e+01,PhotoElectric
1.14649856728698393477407e-04,3.360e-02,1.020e+02,-9.327e+01,2.324e+01,Compton
1.14692288623297508859226e-04,1.258e-01,1.169e+02,-5.563e+01,-2.049e+01,Compton
1.14692294583961234156338e-04,3.834e-01,1.178e+02,-5.696e+01,-1.971e+01,PhotoElectric
1.15305483623605634860981e-04,1.807e-01,1.156e+02,-1.162e+01,-7.266e+01,Compton
1.15305515591632547559020e-04,1.666e-01,1.235e+02,-1.469e+01,-6.814e+01,Compton
1.15305541795090137069391e-04,1.646e-01,1.225e+02,-1.490e+01,-7.594e+01,PhotoElectric
1.15713965461661987075420e-04,3.063e-01,1.169e+02,1.979e+00,-3.302e+01,Compton
1.15713968211926684047375e-04,2.040e-01,1.163e+02,1.426e+00,-3.304e+01,PhotoElectric
1.15807662420680033250019e-04,4.044e-02,-1.143e+02,-9.244e+00,3.176e+01,Compton
1.15807667710456923420605e-04,9.208e-02,-1.157e+02,-8.617e+00,3.117e+01,Compton
1.15807672954251308678093e-04,1.163e-01,-1.141e+02,-8.869e+00,3.143e+01,PhotoElectric
1.16325477033987190167950e-04,1.804e-01,1.085e+02,-5.632e+01,-5.197e+01,PhotoElectric
1.16363657723563069710214e-04,4.458e-02,1.004e+02,6.499e+01,-4.613e+01,Compton
1.16363659052981307530893e-04,1.324e-01,1.003e+02,6.466e+01,-4.635e+01,PhotoElectric
1.16363594528426771298156e-04,3.118e-01,1.275e+02,2.474e+01,-1.879e+01,Compton
1.16363660568003776446186e-04,2.272e-03,1.089e+02,2.908e+01,-2.387e+01,Compton
1.16363681743417588724913e-04,7.092e-02,1.032e+02,2.968e+01,-2.677e+01,Compton
1.16363683692864919717695e-04,2.777e-02,1.035e+02,2.919e+01,-2.689e+01,Compton
1.16363684781079561813243e-04,9.994e-02,1.033e+02,2.918e+01,-2.714e+01,PhotoElectric
1.16368154190013927784357e-04,3.448e-02,-1.009e+02,5.021e+01,6.418e+01,Compton
1.16368155197884716564767e-04,2.780e-02,-1.011e+02,5.003e+01,6.435e+01,Compton
1.16368156762482207844216e-04,1.216e-01,-1.015e+02,5.014e+01,6.421e+01,PhotoElectric
1.16500568725020595302333e-04,0.000e+00,1.022e+02,-9.768e+01,-5.068e+01,RayleighScattering
1.16500577450693259097883e-04,1.515e-01,1.021e+02,-9.514e+01,-5.132e+01,PhotoElectric
1.16500083331123156175219e-04,1.085e-01,1.024e+02,2.339e+01,-6.247e+00,Compton
1.16720474116948765507494e-04,6.968e-02,1.067e+02,4.854e+01,-4.814e-01,Compton
1.16720474532095577833817e-04,1.307e-01,1.067e+02,4.842e+01,-4.884e-01,PhotoElectric
1.17026707332815936265027e-04,1.538e-01,1.320e+02,-4.059e+01,6.252e+01,Compton
1.17026732535966836081659e-04,1.972e-02,1.327e+02,-4.780e+01,6.038e+01,Compton
1.17026751442617183503365e-04,6.753e-02,1.297e+02,-5.222e+01,5.842e+01,Compton
1.17026758651664819152471e-04,1.424e-01,1.288e+02,-5.065e+01,5.725e+01,PhotoElectric
1.17115062132836479581906e-04,1.338e-02,-1.118e+02,7.246e+00,8.168e+00,Compton
1.17115079206171019896021e-04,2.683e-01,-1.168e+02,8.045e+00,8.417e+00,Compton
1.17115094695635629925765e-04,2.066e-03,-1.157e+02,1.029e+01,4.514e+00,Compton
1.17115114487210326857207e-04,2.138e-02,-1.133e+02,1.354e+01,1.686e-01,Compton
1.17115122215456565345389e-04,2.050e-01,-1.120e+02,1.328e+01,-1.742e+00,PhotoElectric
1.17125698326600661538718e-04,4.470e-02,-1.109e+02,6.257e-01,-2.511e+01,Compton
1.17125699388099464349523e-04,4.747e-02,-1.108e+02,5.537e-01,-2.481e+01,Compton
1.17125699947019805999097e-04,1.005e-01,-1.108e+02,7.037e-01,-2.488e+01,PhotoElectric
1.17591506856168194548699e-04,2.511e-01,-1.015e+02,-7.481e+01,-2.425e+01,Compton
1.18173209936846900056269e-04,1.339e-01,1.023e+02,-4.858e+01,-6.004e+01,PhotoElectric
1.18297305621515856416566e-04,4.072e-02,1.032e+02,-2.105e+01,4.647e+01,Compton
1.18297316802269512773030e-04,1.489e-01,1.001e+02,-2.150e+01,4.780e+01,PhotoElectric
1.18475001048606195489139e-04,9.007e-02,1.058e+02,-2.960e+01,-9.040e+00,Compton
1.18475005085500806941562e-04,1.669e-01,1.061e+02,-2.896e+01,-1.003e+01,PhotoElectric
1.18481448501599052175980e-04,5.112e-01,1.199e+02,3.935e+01,-3.386e+01,PhotoElectric
1.18728361465833846463691e-04,1.511e-01,-1.368e+02,-3.144e+01,1.856e+01,Compton
1.18850043168572817430667e-04,2.380e-03,1.006e+02,2.928e+01,-1.604e+01,Compton
1.18850051253168906804925e-04,8.405e-02,1.015e+02,3.091e+01,-1.758e+01,PhotoElectric
1.19325507241519810481233e-04,1.080e-01,-1.080e+02,2.316e+01,-2.467e+01,Compton
1.19325516111356885588270e-04,3.783e-02,-1.097e+02,2.459e+01,-2.326e+01,Compton
1.19325570707377095211812e-04,2.955e-01,-1.254e+02,2.534e+01,-1.854e+01,PhotoElectric
1.19869965515561938173075e-04,2.256e-01,1.030e+02,-3.026e-01,-6.565e+01,PhotoElectric
1.19869726527023858810017e-04,7.895e-02,-1.032e+02,6.567e+01,-3.593e+01,Compton
1.19869731230852561766100e-04,1.357e-01,-1.036e+02,6.687e+01,-3.656e+01,Compton
1.19869745631369066930609e-04,2.944e-01,-1.023e+02,7.053e+01,-3.467e+01,PhotoElectric
1.20003497727494361072866e-04,1.593e-01,1.165e+02,-5.654e+01,-2.524e+01,Compton
1.20003635564948769832647e-04,9.169e-02,1.322e+02,-8.758e+01,-2.945e+00,Compton
1.20003653688975571748807e-04,2.615e-01,1.322e+02,-8.725e+01,2.479e+00,PhotoElectric
1.20388249029261648788414e-04,6.772e-02,1.104e+02,3.023e+01,5.121e+01,Compton
1.20388281482711772987608e-04,8.061e-03,1.148e+02,3.485e+01,5.855e+01,Compton
1.20388281770725079225862e-04,4.359e-01,1.149e+02,3.490e+01,5.860e+01,PhotoElectric
1.20388234505156002857908e-04,9.358e-02,-1.094e+02,-7.234e+01,-4.507e+01,Compton
1.20494261453062923516132e-04,3.197e-01,1.149e+02,2.459e+01,2.513e+01,Compton
1.20494273032069855390754e-04,1.902e-01,1.124e+02,2.239e+01,2.612e+01,PhotoElectric
1.20630804271913217098899e-04,9.209e-02,-1.221e+02,-1.116e+01,1.462e+01,Compton
1.20630883800129111893713e-04,2.326e-01,-1.384e+02,4.818e+00,7.702e+00,Compton
1.20630889237286888855845e-04,1.791e-02,-1.384e+02,3.298e+00,7.115e+00,Compton
1.20630869356306861454702e-04,3.354e-01,1.003e+02,-3.544e+01,4.190e+01,Compton
1.20678971961761535651968e-04,1.938e-01,1.021e+02,-5.796e+01,-2.966e+01,PhotoElectric
1.20678849043117413972724e-04,1.980e-01,1.026e+02,3.405e+01,2.776e+01,Compton
1.20678929378272473235852e-04,1.529e-01,1.062e+02,5.309e+01,1.346e+01,Compton
1.20678929907698585560945e-04,1.606e-01,1.061e+02,5.310e+01,1.360e+01,PhotoElectric
1.21695339582667994720623e-04,1.076e-01,1.302e+02,-7.631e+01,-5.813e+01,Compton
1.21858452901044519078519e-04,1.713e-01,-1.021e+02,-9.643e+01,1.950e+01,Compton
1.21858455540399494431043e-04,0.000e+00,-1.028e+02,-9.608e+01,1.940e+01,RayleighScattering
1.21858479467243466807039e-04,3.389e-01,-1.092e+02,-9.299e+01,1.899e+01,PhotoElectric
1.22341664952495585800760e-04,0.000e+00,1.005e+02,-8.429e+01,-5.630e+01,RayleighScattering
1.22356855792944571809447e-04,6.887e-02,-1.002e+02,3.327e+01,-2.814e+01,PhotoElectric
1.22404336767961989442671e-04,5.115e-01,1.152e+02,-6.749e+01,4.697e+01,PhotoElectric
1.22566268817018373662661e-04,8.179e-02,1.071e+02,-6.182e+01,-1.972e+01,Compton
1.22566269795591363447190e-04,2.348e-01,1.071e+02,-6.211e+01,-1.964e+01,PhotoElectric
1.22566105895615361232043e-04,5.123e-01,-1.229e+02,-8.574e+01,-5.770e+01,PhotoElectric
1.23039744055901579958615e-04,5.110e-01,-1.023e+02,-4.868e+01,-4.301e+01,PhotoElectric
1.23415567495085141177386e-04,2.135e-03,1.111e+02,-1.209e+01,-4.579e+01,Compton
1.23415647773415673802561e-04,6.921e-02,1.266e+02,-2.439e+01,-5.957e+01,Compton
1.23415652438622994733000e-04,1.919e-01,1.272e+02,-2.450e+01,-6.082e+01,Compton
1.23415654032255637032045e-04,6.223e-02,1.268e+02,-2.471e+01,-6.101e+01,Compton
1.23415660149799364482190e-04,5.230e-02,1.266e+02,-2.390e+01,-6.264e+01,Compton
1.23415665202931159856806e-04,1.212e-01,1.270e+02,-2.279e+01,-6.167e+01,PhotoElectric
1.23519788943577996272183e-04,3.104e-01,1.078e+02,-8.157e+01,-3.957e+01,PhotoElectric
1.24606743277909306089751e-04,7.327e-02,-1.038e+02,7.641e+00,4.740e+01,Compton
1.24606745221291339079106e-04,6.708e-02,-1.041e+02,7.739e+00,4.696e+01,Compton
1.24606766088469008042783e-04,0.000e+00,-1.043e+02,8.096e+00,5.321e+01,RayleighScattering
1.24606771436757850007523e-04,1.115e-01,-1.038e+02,8.378e+00,5.471e+01,PhotoElectric
1.24839710995118617067531e-04,6.231e-02,-1.160e+02,-5.432e+01,5.256e+01,Compton
1.24839764085940666026378e-04,6.908e-03,-1.283e+02,-6.368e+01,5.624e+01,Compton
1.24839788502181830336449e-04,1.523e-01,-1.330e+02,-6.899e+01,5.801e+01,Compton
1.25523555865389874761431e-04,0.000e+00,-1.080e+02,8.188e+01,-4.743e+01,RayleighScattering
1.25523657421771695549134e-04,1.246e-01,-1.333e+02,9.365e+01,-5.963e+01,Compton
1.25600616301438448418198e-04,2.484e-01,-1.094e+02,4.532e+01,-3.414e+01,Compton
1.25600644974108643578403e-04,1.969e-01,-1.022e+02,4.965e+01,-3.606e+01,PhotoElectric
1.26714989565827684065910e-04,5.093e-01,-1.048e+02,-2.961e+00,5.041e+00,PhotoElectric
1.28618440468176032775299e-04,2.305e-01,1.093e+02,-6.123e+01,6.504e+01,PhotoElectric
1.28722585811943528730575e-04,2.319e-01,-1.001e+02,3.828e+01,1.128e+01,Compton
1.28722642625939853082764e-04,1.112e-01,-1.012e+02,2.879e+01,2.538e+01,Compton
1.28722656849193151963606e-04,1.658e-01,-1.012e+02,2.592e+01,2.223e+01,PhotoElectric
1.29171919711091654804636e-04,1.588e-01,1.014e+02,-6.924e+01,8.848e+00,PhotoElectric
1.29746697849250853043501e-04,1.659e-01,1.113e+02,4.400e+01,-6.163e+01,Compton
1.29746700000717168259692e-04,1.817e-01,1.118e+02,4.371e+01,-6.185e+01,Compton
1.29746731351654043034802e-04,5.678e-02,1.108e+02,5.151e+01,-5.670e+01,Compton
1.29746731988477129703108e-04,1.069e-01,1.110e+02,5.143e+01,-5.677e+01,PhotoElectric
1.30064941665100408446296e-04,1.560e-01,-1.167e+02,8.259e+01,4.846e+00,Compton
1.30336097906823321444097e-04,1.191e-01,1.152e+02,-8.506e+00,-7.247e+01,Compton
1.30336166849666753230971e-04,1.470e-01,1.333e+02,1.363e+00,-7.477e+01,Compton
1.30486135660151430972625e-04,1.150e-01,1.019e+02,-3.503e+01,-1.522e+01,Compton
1.30486174339655854569064e-04,2.875e-01,1.076e+02,-2.744e+01,-2.189e+01,PhotoElectric
1.31283948398574405822675e-04,0.000e+00,-1.064e+02,6.915e+01,5.925e+01,RayleighScattering
1.31284024755320120501564e-04,2.011e-02,-1.279e+02,7.656e+01,6.139e+01,Compton
1.31284036632214797662987e-04,0.000e+00,-1.312e+02,7.776e+01,6.071e+01,RayleighScattering
1.31284056897742551842101e-04,2.984e-01,-1.366e+02,7.982e+01,5.881e+01,Compton
1.31284084014720160531187e-04,0.000e+00,-1.302e+02,7.777e+01,5.426e+01,RayleighScattering
1.31284101444139694693167e-04,6.911e-02,-1.262e+02,7.596e+01,5.134e+01,Compton
1.31284103829362139596523e-04,1.236e-01,-1.266e+02,7.551e+01,5.179e+01,PhotoElectric
1.31283948941458096298582e-04,1.246e-01,1.004e+02,2.285e+00,-1.338e+01,Compton
1.31283950765440088218408e-04,5.177e-02,1.008e+02,2.095e+00,-1.312e+01,Compton
1.31283950788622146704787e-04,9.450e-02,1.008e+02,2.096e+00,-1.312e+01,Compton
1.31283964593421355847302e-04,2.399e-01,1.026e+02,3.371e+00,-1.663e+01,PhotoElectric
1.33663087513647191708135e-04,2.661e-01,1.026e+02,-4.922e+01,1.459e+01,Compton
1.33663088591320976337290e-04,2.424e-01,1.026e+02,-4.934e+01,1.430e+01,PhotoElectric
1.33662840473031281889743e-04,3.019e-01,-1.148e+02,-2.189e+01,8.949e+00,Compton
1.34325233106347916847353e-04,2.538e-02,1.127e+02,-4.219e+01,-1.116e+01,Compton
1.34325242857054913230008e-04,1.406e-01,1.146e+02,-4.191e+01,-8.930e+00,PhotoElectric
1.34324976264836424720214e-04,5.420e-02,-1.064e+02,-3.916e+01,-3.936e+01,Compton
1.34325021127161976222317e-04,2.233e-01,-1.185e+02,-3.890e+01,-3.360e+01,PhotoElectric
1.34701313457122220755557e-04,2.941e-01,1.283e+02,-3.451e+01,-2.811e+01,Compton
1.34701351926619041681280e-04,4.626e-03,1.271e+02,-2.304e+01,-2.839e+01,Compton
1.34701352086581877844085e-04,2.129e-01,1.272e+02,-2.300e+01,-2.838e+01,PhotoElectric
1.35039434711520977194441e-04,1.510e-01,1.030e+02,4.358e+01,-1.988e+01,Compton
1.35039526292834636102616e-04,3.621e-01,1.004e+02,6.879e+01,-3.044e+01,PhotoElectric
1.35252918805716228298902e-04,2.440e-01,1.171e+02,-8.741e+01,-4.563e+01,Compton
1.35252937163475659820139e-04,1.108e-01,1.189e+02,-9.001e+01,-4.113e+01,Compton
1.35252956838999755006039e-04,1.568e-01,1.172e+02,-8.452e+01,-3.980e+01,PhotoElectric
1.35864756880420641709309e-04,3.159e-01,1.256e+02,-7.063e+01,2.688e+01,Compton
1.35864758512384140509352e-04,8.212e-02,1.252e+02,-7.087e+01,2.686e+01,Compton
1.35864767564754267874585e-04,1.432e-02,1.279e+02,-7.082e+01,2.732e+01,Compton
1.35864769173769706122126e-04,9.984e-02,1.280e+02,-7.127e+01,2.737e+01,PhotoElectric
1.35864511897980464599778e-04,2.962e-01,-1.035e+02,2.403e+01,-4.020e+01,Compton
1.35864529676992369872437e-04,2.136e-01,-1.039e+02,1.946e+01,-3.748e+01,PhotoElectric
1.36106951146538769073166e-04,2.333e-01,1.036e+02,6.885e+01,7.393e+01,PhotoElectric
1.36140490296670241829671e-04,2.369e-02,1.199e+02,-1.578e+01,-3.282e+01,Compton
1.36140538473940276523871e-04,1.634e-02,1.324e+02,-2.303e+01,-3.342e+01,Compton
1.36968175494835386592565e-04,5.114e-01,-1.000e+02,-1.539e+01,2.504e+01,PhotoElectric
1.37048163679495487408955e-04,3.392e-01,-1.079e+02,3.009e+01,-7.377e+01,Compton
1.37048184155875058280391e-04,1.727e-01,-1.036e+02,2.981e+01,-6.935e+01,PhotoElectric
1.37313214384589878666945e-04,5.096e-01,-1.205e+02,1.138e+01,-6.393e+00,PhotoElectric
1.38603771840006216023097e-04,5.118e-01,-1.141e+02,-1.181e+01,-1.575e+01,PhotoElectric
1.38932828023482574575018e-04,1.057e-01,1.074e+02,8.237e+00,6.419e+01,Compton
1.38932837032925831114924e-04,2.013e-02,1.099e+02,8.672e+00,6.354e+01,Compton
1.38932926089327949325733e-04,2.118e-01,1.365e+02,9.524e+00,6.616e+01,Compton
1.38932971221206598118683e-04,1.746e-01,1.275e+02,1.834e+01,7.111e+01,PhotoElectric
1.39128660856134572657364e-04,2.089e-01,1.192e+02,2.313e+01,2.944e+00,Compton
1.39128700391411236434586e-04,1.567e-02,1.174e+02,2.609e+01,-8.395e+00,Compton
1.39128776108000186710265e-04,9.111e-04,1.231e+02,2.815e+01,-3.027e+01,Compton
1.39128869491709670439678e-04,9.437e-02,1.298e+02,2.773e+01,-5.744e+01,Compton
1.39128894948212136328108e-04,1.449e-02,1.228e+02,2.615e+01,-6.002e+01,Compton
1.39128921104045386470532e-04,4.804e-03,1.169e+02,2.941e+01,-6.397e+01,Compton
1.39128928792609364659821e-04,1.712e-01,1.151e+02,2.948e+01,-6.538e+01,PhotoElectric
1.39417511857083435081878e-04,4.076e-01,-1.191e+02,-8.569e+01,-3.914e+01,PhotoElectric
1.39713996156630676330479e-04,2.170e-01,1.017e+02,7.929e+01,-3.991e+01,PhotoElectric
1.40057376284893398722675e-04,1.746e-02,1.183e+02,6.816e+01,2.170e+01,Compton
1.40057387623557889552717e-04,4.272e-02,1.199e+02,7.115e+01,2.224e+01,Compton
1.40057405152767256144991e-04,2.063e-01,1.248e+02,7.176e+01,2.384e+01,PhotoElectric
1.40485924669885996370067e-04,8.847e-02,-1.049e+02,-6.292e+01,-3.221e+01,Compton
1.40485992574668298047205e-04,0.000e+00,-1.138e+02,-6.462e+01,-5.044e+01,RayleighScattering
1.40486088172705108961455e-04,1.454e-01,-1.265e+02,-6.731e+01,-7.600e+01,Compton
1.40486091044001327327040e-04,4.711e-02,-1.271e+02,-6.678e+01,-7.607e+01,Compton
1.40613703781664663595291e-04,1.943e-01,1.069e+02,4.462e+01,-5.330e+01,Compton
1.40613706039900552462532e-04,1.335e-01,1.069e+02,4.413e+01,-5.377e+01,Compton
1.40613707101561809416357e-04,1.332e-01,1.070e+02,4.436e+01,-5.358e+01,PhotoElectric
1.40704350749560404580316e-04,3.727e-01,-1.049e+02,-6.918e+00,3.367e+00,PhotoElectric
1.41109687964899343289721e-04,9.551e-02,1.027e+02,-2.838e+01,-3.663e-01,Compton
1.41109714574396555297753e-04,2.575e-01,1.062e+02,-3.544e+01,7.478e-01,PhotoElectric
1.41109950810732332881353e-04,5.112e-01,-1.120e+02,7.055e+01,-5.972e+01,PhotoElectric
1.41145600847246568227897e-04,1.828e-01,-1.006e+02,-6.932e+01,7.332e+01,Compton
1.41525524758713110986749e-04,9.904e-02,1.088e+02,5.501e+00,6.909e+00,Compton
1.41525624647059891170545e-04,8.360e-02,1.163e+02,-8.758e+00,3.215e+01,Compton
1.41525677900766755357154e-04,0.000e+00,1.157e+02,-2.406e+01,3.668e+01,RayleighScattering
1.41525680563556123699176e-04,6.970e-02,1.157e+02,-2.480e+01,3.697e+01,Compton
1.41525683102721995618861e-04,5.994e-02,1.154e+02,-2.501e+01,3.764e+01,Compton
1.41525684849917266026204e-04,1.998e-01,1.158e+02,-2.509e+01,3.801e+01,PhotoElectric
1.41673303324427136626329e-04,5.534e-02,1.000e+02,1.069e+01,3.138e+01,PhotoElectric
1.41809293459560888583590e-04,2.462e-02,1.159e+02,-5.546e+01,8.621e+00,Compton
1.41809301552076234571170e-04,4.302e-02,1.180e+02,-5.671e+01,8.597e+00,Compton
1.41809324536643961310253e-04,4.439e-01,1.219e+02,-6.218e+01,7.116e+00,PhotoElectric
1.42175958389486261452747e-04,8.189e-02,-1.351e+02,-2.899e+01,-3.860e+01,Compton
1.42775334828845897570948e-04,2.654e-01,1.079e+02,8.342e+01,1.965e+01,PhotoElectric
1.43558888012191405384593e-04,1.205e-01,1.173e+02,8.178e+01,8.538e+00,Compton
1.43558895835945067457132e-04,2.042e-01,1.152e+02,8.239e+01,9.492e+00,PhotoElectric
1.43558413002659588427606e-04,1.685e-01,-1.065e+02,-5.210e+01,2.375e+01,Compton
1.43558421529426473222876e-04,1.556e-02,-1.084e+02,-5.050e+01,2.436e+01,Compton
1.43558457280022560252630e-04,1.137e-01,-1.182e+02,-4.617e+01,2.426e+01,Compton
1.43558524515446006477454e-04,6.123e-02,-1.233e+02,-4.942e+01,5.036e+00,Compton
1.43558525083717835810204e-04,1.534e-01,-1.231e+02,-4.940e+01,4.982e+00,PhotoElectric
1.43632902800624713893218e-04,2.940e-02,-1.176e+02,-4.710e+01,4.864e+01,Compton
1.43633000404395645265704e-04,2.162e-01,-1.347e+02,-6.298e+01,3.093e+01,PhotoElectric
1.44052738249573786819338e-04,1.790e-01,1.170e+02,8.637e+01,-2.703e+01,Compton
1.44120610065397148323585e-04,5.097e-01,-1.012e+02,-1.465e+01,-5.936e+01,PhotoElectric
1.44371869370955993247541e-04,8.195e-02,1.002e+02,-5.592e+01,6.372e+01,PhotoElectric
1.44602959433222236825672e-04,9.574e-02,-1.029e+02,2.371e+01,-1.558e+01,Compton
1.44602972509149974326623e-04,0.000e+00,-1.016e+02,2.130e+01,-1.838e+01,RayleighScattering
1.45048236118823221756091e-04,1.096e-01,-1.015e+02,3.181e+01,-6.762e+01,PhotoElectric
1.45526693644400587079879e-04,4.019e-03,1.014e+02,-8.053e+01,6.458e+01,Compton
1.45532642141599742602320e-04,1.824e-01,1.000e+02,-8.321e+01,1.742e+00,PhotoElectric
1.45551010998072111917237e-04,2.465e-01,-1.006e+02,6.969e+01,8.219e+00,Compton
1.45551011185381237375558e-04,2.646e-01,-1.006e+02,6.969e+01,8.163e+00,PhotoElectric
1.45550707554402831674437e-04,5.109e-01,1.071e+02,-5.654e+01,8.961e+00,PhotoElectric
1.46302811981883216282257e-04,6.346e-02,-1.111e+02,4.223e+01,3.416e+01,Compton
1.46539691459287316427709e-04,8.361e-06,1.000e+02,-7.508e+01,-1.297e+01,msc
1.46539691498863975435002e-04,4.767e-03,1.000e+02,-7.508e+01,-1.297e+01,msc
1.46539691533255003871514e-04,6.297e-03,1.000e+02,-7.508e+01,-1.298e+01,msc
1.46539691567662295340613e-04,6.065e-03,1.000e+02,-7.508e+01,-1.298e+01,msc
1.46539691602080211991002e-04,5.796e-03,1.000e+02,-7.508e+01,-1.297e+01,msc
1.46539691636502980446113e-04,2.795e-02,1.000e+02,-7.508e+01,-1.296e+01,msc
1.46539691670753171020419e-04,1.222e-02,1.000e+02,-7.508e+01,-1.296e+01,msc
1.46539691704906379710396e-04,9.271e-03,1.000e+02,-7.508e+01,-1.295e+01,msc
1.46539691738951276603342e-04,6.718e-03,1.000e+02,-7.508e+01,-1.295e+01,msc
1.46539691772896535316636e-04,5.768e-03,1.001e+02,-7.507e+01,-1.294e+01,msc
1.46539691806739933235826e-04,1.056e-02,1.001e+02,-7.507e+01,-1.293e+01,msc
1.46539691840349007960487e-04,6.704e-03,1.001e+02,-7.507e+01,-1.292e+01,msc
1.46539691873769621242515e-04,1.511e-02,1.001e+02,-7.508e+01,-1.292e+01,msc
1.46539691906623413628769e-04,6.578e-03,1.001e+02,-7.508e+01,-1.291e+01,msc
1.46539691939151050896484e-04,1.790e-02,1.000e+02,-7.507e+01,-1.290e+01,msc
1.46539691970462836742919e-04,1.278e-02,1.001e+02,-7.508e+01,-1.290e+01,msc
